mean_ratio,var_ratio
-0.12198181831843137,68.98661439193478
-0.12169127628135805,68.87606912260604
-0.09772387100007915,70.80276808248999
-0.09630180867492723,70.89117132465437
-0.09630180867492723,70.89117132465437
-0.09559078844925946,70.9346821792863
-0.09487977551477345,70.97773911962479
-0.09487977551477345,70.97773911962479
-0.09442042778649913,71.09915202494145
-0.09442042778649913,71.09915202494145
-0.09396108281541435,71.21980504356983
-0.09396108281541435,71.21980504356983
-0.09396108281541435,71.21980504356983
-0.09350174060149422,71.33970818845341
-0.09304240114471395,71.4588713125675
-0.09304240114471395,71.4588713125675
-0.09258306444504873,71.57730411217173
-0.09281303585123156,71.30344173293956
-0.09327298386946431,70.73934923364253
-0.09421074992589079,69.79527500808847
-0.09444965709764176,69.61340627679074
-0.09468856535160095,69.42923774785918
-0.07579440637438986,64.82285925570142
-0.07453981598570822,64.88491798020408
-0.020261401581924333,48.164647259904406
-0.020246424294708926,48.165672307062366
-0.020246424294708926,48.165672307062366
-0.020231447014447977,48.16668948195106
-0.03121175743565558,45.3715600603384
-0.03103357711515998,44.939569075800954
-0.0002665316136329872,53.126419715507524
0.000417352093087599,30.532258376889708
0.000417352093087599,30.532258376889708
0.0005387864958998233,30.44024543518253
0.0004681803766668261,29.923613199891104
0.0002563622649903297,28.37396562365415
0.00018575630969094935,27.85749774823165
0.05337969362643517,60.085894510002916
0.05337969362643517,60.085894510002916
0.05337969362643517,60.085894510002916
0.05280294000763017,60.15257178465484
0.002199009319398472,64.3741457481191
0.002199009319398472,64.3741457481191
0.002199009319398472,64.3741457481191
-0.01583334931031859,63.51288797656658
-0.016010300099594383,63.523391207316635
-0.016187251654358165,63.53371384251275
-0.016187251654358165,63.53371384251275
-0.01636420397457057,63.543856405316156
-0.016618236602502688,63.573403928789965
-0.0168722700240753,63.60299847519054
-0.0168722700240753,63.60299847519054
-0.017380339248245537,63.662329949284725
-0.017634375050806273,63.69206753732809
-0.017634375050806273,63.69206753732809
-0.01826429901507362,63.48072805574741
-0.01826429901507362,63.48072805574741
-0.01826429901507362,63.48072805574741
-0.01826429901507362,63.48072805574741
-0.0195241632169761,63.04834399989514
-0.0195241632169761,63.04834399989514
-0.0195241632169761,63.04834399989514
-0.02015410345475137,62.82713725886081
-0.02015410345475137,62.82713725886081
-0.02015410345475137,62.82713725886081
-0.02137528069001887,61.859699132408984
-0.021966523094969964,61.0752349650369
-0.021966523094969964,61.0752349650369
-0.023149040402212644,59.36627863159267
-0.023149040402212644,59.36627863159267
-0.023149040402212644,59.36627863159267
-0.02374031530505529,58.43315240485383
-0.024977239684925844,56.674542473475256
-0.028688166725533704,50.226916962215974
-0.028688166725533704,50.226916962215974
-0.0379386947497362,42.008264764606615
-0.038985551043222884,41.26323419108713
-0.038985551043222884,41.26323419108713
-0.038985551043222884,41.26323419108713
-0.04003242164983677,40.48424432599637
-0.04003242164983677,40.48424432599637
-0.04003242164983677,40.48424432599637
-0.041079306569738336,39.668890731808744
-0.041079306569738336,39.668890731808744
-0.041079306569738336,39.668890731808744
-0.041079306569738336,39.668890731808744
-0.04212620580333204,38.81453677924267
-0.04212620580333204,38.81453677924267
-0.04212620580333204,38.81453677924267
-0.043173119350844884,37.918284922472544
-0.043173119350844884,37.918284922472544
-0.0440748115509332,37.03446080951733
-0.04497651299175139,36.10215571395739
-0.045878223673374935,35.11709561369236
-0.045878223673374935,35.11709561369236
-0.045878223673374935,35.11709561369236
-0.04677994359596809,34.07448980844411
-0.04677994359596809,34.07448980844411
-0.04677994359596809,34.07448980844411
-0.04677994359596809,34.07448980844411
-0.047681672759672916,32.96895040544753
-0.04810366123193972,31.920533875331103
-0.048525652930154976,30.834844409577418
-0.048525652930154976,30.834844409577418
-0.04894764785437788,29.709872539471334
-0.04894764785437788,29.709872539471334
-0.04894764785437788,29.709872539471334
-0.04979164738099456,27.333294181824513
-0.04979164738099456,27.333294181824513
-0.04974944918719655,27.47414453392209
-0.049622854966433046,27.893495665236394
-0.049622854966433046,27.893495665236394
-0.040602997229852146,-223.6277033814495
-0.040602997229852146,-223.6277033814495
-0.040602997229852146,-223.6277033814495
-0.04034211101191705,-216.72765684975892
0.08681864132100463,76.12124899437595
0.041783577141508585,91.23836567591853
0.041145590821912506,91.19526294566849
-0.017155428591802628,91.98938739576828
-0.017784820631394704,91.9134652104506
-0.03924168110534885,-25.417120849551655
-0.00625220309349973,-108.41902305908955
-0.00625220309349973,-108.41902305908955
-0.005401471731741581,-109.31418694534614
0.02905651930057467,-130.52998672997333
-0.031831479098550226,44.677755644240584
-0.0318426334523491,44.3720995016864
-0.018465259057223453,1.0239534726302753
0.0034679103011472415,-45.891032010025214
0.0034189098987560864,-46.453413296937185
0.0034189098987560864,-46.453413296937185
0.00332090889823476,-47.594072982945725
-0.00041865313555954173,-65.69186027615963
-0.00041865313555954173,-65.69186027615963
-0.12319530135741959,10.077273166480923
-0.12326016579542823,10.108210109540359
-0.1302620656453205,62.585353988281035
-0.06365674248156888,75.2975234195947
-0.02085523211376339,59.55860319395274
-0.020291079269420954,59.175543530595796
-0.020291079269420954,59.175543530595796
0.009024054559795047,52.82530230778677
0.00860293092820473,52.44854899917439
-0.0413474399043131,83.01846049120338
-0.04096889286838606,82.9605344772555
-0.1235897671086203,90.41495292063378
-0.07801965051617905,90.83169514955387
0.1747716044108313,44.540823233429826
-0.14937024882090635,90.68035220498406
-0.18473258664703676,87.00272574340377
-0.20528489209286543,84.47359381561665
-0.20664892490961428,84.39702014166744
-0.20801298946342967,84.31864750567472
