blockNumber	transactionHash	status	gasUsed	cumulativeGasUsed	effectiveGasPrice
11812446	0xc55d16c1dd367908bf2f1f451a9ae54caa4fb6333bf99582d1799554d2c10716	1	93607	3953257	140000000000
11812510	0xfdee11a3b894cc1ee3710367b1c9ed3a3d6eb0508c61480ed657fdf7df6f3aad	1	89128	1368709	250000000000
11812511	0xedd9d5e32fb9abcf5b48921186a2ff2d2e988e83429236a61ff2d6b337493737	1	89128	3572278	174777633333
11812512	0xecc588b53eb575d6240b84564e398fb363b7c8e3390e499b74350cb785ec0ee2	1	93655	93655	361000000000
11812519	0xf5364f083b2c90c8058ab7ef1cbcbf91c2ccd3e5a9f7d89ffb76134c5ee2d7ce	1	90023	616026	300000000000
11812522	0x1c7d096f7623cef7578e1c39472d0a0423e21a421a1b535e765923b88897f733	1	93655	93655	361000000000
11812524	0x7f2ef1c52b4b1c2c3971d56b785416cdda0594d71a6d6cfd4df4c1dda4d51def	1	70582	1882155	182433333333
11812528	0x1c8875cc36ba39bec3c313023cab441ad0f0f162144818b20c70369741e23e78	1	93643	367952	361000000000
11812530	0xee917bc63f67f75e4b938f518cdefec31c516a3efbea008a1b0ea49ad68ede62	1	93631	373298	250000000000
11858794	0xcb79a5809fb5790b2d42a0bd7d95b758cd3212b0713a36a51813b75f47719dab	1	89140	3487347	605366666667
11858794	0xf9331002111d3e74bd015b41b10bb69d7c5f1dc605c233311ab0b6736abb0979	1	100839	518237	718528571429
11858809	0x817ecb0a6fc490ddd7bcb28b41eef596cf4044adb674fcd4ad74c0d3a83f00cb	1	100875	6084327	615633333333
11858831	0xc7675cd7df7137bad29cf6e3f68e64dab1d31558b5e2615a021921c0d66c3852	1	100875	5122668	502333333333
11858845	0xe93e1d149551505996694cf1a3db74f9329497cec1fc644e0e7e3f571d413942	1	450761	8997518	500000000000
11858847	0xc11a7ec107d7f2b8173a0bb6b62b3fa0300e52daece768891c72da1668abde6b	1	89140	10321966	471643333333
11858850	0xaf295affcceac307ddd4a244e5ce00fc327a7e26550ce183f8304114a9316fff	1	100863	2123739	520663733333
11859003	0x7c3932339f7b000d742615e2b6914b58978069813a2c9c17edd3be63ad16d960	1	215913	7110103	200500000000
11859214	0x10b89f56f8d3d77cf7988cc5293a6c40717f235ba41dbbc66851ca014b562cf2	1	181725	10464935	125000000000
11859258	0x2449b5d870a3159b11ba137513a7e05d9776ffe16a07a7fb5daf2af88caecf2d	1	93655	3878384	200000000000
11859588	0xbb631392c8828ab1cfd207419169257e4d8225b5b8f6de8732e545252720bc87	1	181701	7654248	105000000000
11859789	0xa1412a06493bfe19fd9c513ca339736f527b6ad59c13eb28aff1fe731fe6267d	1	200937	11653358	110100000000
11859994	0xabbd38358f27d2af51aaf09cae2e79502fa550ac3026eae6c314c8ad2671e27c	1	181737	5240751	95650000000
11860034	0x8ec21d5fc5ebc4b588193a4f070d63a5bae9dbe3917bdfdcd2bd2027225a9abb	1	181737	11697848	87800000000
11860170	0xd259d9a54e33db1d0ba5f349101366f576fcad697e8344947b3dcd7445beee77	1	181713	6361496	80800000000
11860178	0x94018289f0c308f917650f44b980571fe1f7135abee44c99b1391359588c636f	1	107282	716282	500000000000
11860195	0x0e140bdbef5e82c9687b3f1bb74dbf35697dcb05d60a9cf09bd23415c2ff90ef	1	107282	5273282	500000000000
11860219	0xa43389e5e6ce22a8855d175d01b7a9b46960a36409779136485e442ae5f5c384	1	107282	107282	500000000000
11860238	0x835a701d02ca5e98607a2c2ead09fe739ca2feb07951002e2840fff004a2c4c2	1	107282	128282	500000000000
11860242	0x6e31886d3eda1a789cd5c0b55789bd9f60abdccf763d843eac597bf303689064	1	107282	296282	500000000000
11860244	0xe501046b10adfb4e2f0b1ce608ab0db3751fe25a8ebb13eb693c811dac032d47	1	123056	401853	112000000000
11860245	0x3d76e8aa0d3c1827774b4313e84b2892f3d578047573d8723f574f3910ddb4ad	1	107282	1029145	500000000000
11860257	0x11ccbfabbae2b0378e115ffe622baf31b94fdca0bf4733356dc3c75f9c5a9368	1	123056	7365484	101700000000
11860257	0x4689e5bec3248098e51087abfd47c93c2f1c4870bff8ecc073b3128d2264711e	1	123056	7119372	101700000000
11860257	0xf9988b85cc67e6763bd400542f1e83a0dd3522c3beccd98f4054e192fb9c0c2e	1	123056	7242428	101700000000
11860258	0x69896724607055bc24308ba90b2eecf49645ec1fbfe0473a4a1e65c4f8078fcc	1	107282	214564	500000000000
11860258	0xaad08f57026666bc961236dedfd96a34046454b0852d5476cf2ce5499e77b06d	1	107282	107282	500000000000
11860258	0xd7abf8e16dfb6f2b06477ca2cbdc08a88c50c729860a5c3aa34efc365f7c30c7	1	107282	321846	500000000000
11860295	0xc74d3164224335bdc2b69bc4a0aaabd636396af81f3ef95a377b2e552a482e5d	1	123032	9044808	101000000000
11860296	0x5ea62f716c363b4a63e8ce2ffc5c65bd7946afa30d4a4e9a5328351535411a50	1	123056	5840287	99000000000
11860296	0xccb0678b96d3da9adf4e5169988507ae732dec4aafe2d36747cbdb83af4d8fa1	1	107282	905282	500000000000
11860297	0x085def4a8ee366029977445f1cd8a20af34f9aa34b31a8c034ab5338aba31d0d	1	107282	107282	500000000000
11860317	0xb3edfd30643bcfa56e8a5b43120bfd48e50aa076cb94ab8fb6b6b0bda083bbc2	1	123032	10630925	95500000000
11860318	0xb09696872d4d575f02cf5a8f234031ab2af8917d95f52572a20824184e508ed6	1	107282	529365	500000000000
11860330	0x6b494133616199bc910814587a4bfc7937ebfe819d673c92ed1aa1ce5000ec4f	1	123044	8975426	88440000000
11860332	0xb0679767ba1a13b26a5fab97ba45f363f8c40b7711528666b8dcfcc0c46a88bd	1	107282	107282	500000000000
11860353	0x8e43208b443d8ea42727fb5ad8bb6f4964ea9e3c70d82c5f5085e34881fa3606	1	123032	8423276	92500000000
11860354	0x27b6d10651582a76f4fe0f68e94c03a285b24d61027bc9ef043d7bab17687afa	1	107282	107282	500000000000
11860368	0x2a9fecdcd5a6815b68dd7c1370f00a13097881f5d8806540a58ed20e7f82f9a3	1	93667	632094	150000000000
11860377	0xe2c75b0eb31721264d239eb24d65d6b974b9041873603476248461b9a0c052df	1	123020	10376456	99000000000
11860378	0x3f76fee4ec050157e9a68f2ceafe2bc95b8a724b37dd60949dbc6ebd046766cc	1	107282	128282	500000000000
11904840	0xd298f1849e71516cf79afec3bf26e60c921e79dd877a8c12e2321c0e4c39b3a1	1	477917	756327	350000000000
11904841	0xf1df83f23a4a9a91433ab6e1cb91146e4a4e170962911ec13bca7c8f17c15bd7	1	89104	2889262	160600000000
11904843	0xacefb6ed7857000943d4d4cd26c60033ee70f5634c6a4ee7fdc32433384a079a	1	85582	491588	160600000000
11906150	0x436d9faf1c96bd124f82e3ec07bf00e3042c9a2bc022ba430be3f27a30c65367	1	107282	107282	500000000000
11906350	0xee42a00698a325a756d304f2047f8412f340bf75bf813fca204fffc1530c3f2e	1	93655	1698418	287831700000
11906352	0x38962e3cc4e418b6035bd0c7b48e0b5af8f2605b64bfbc3a3c0e947dbda35779	1	107282	107282	500000000000
11906408	0x0e93e414210eae631417033bca0e66280ad4128eb91ee69f8b0cbb55dabb6a69	1	660592	1641943	235010000000
11906410	0x167125d47b11cd67bcfeae6ac571da3b89a1c0fb5f9fff61bb87fb49e2fbe1d4	1	107282	107282	500000000000
11906432	0xc3fde54d2f99f2a1fd2674255bd108ad45a52a1dcaced5e894457c7dd6ba8f5d	1	492660	3411762	350000000000
11906433	0x22447ed447d4bc0fb7c318bc65bb6b3d6c8bb161978ef5ed87c21a0c6e4a984d	1	451222	451222	350000000000
11906435	0x0a2f6f5042a5e8973b746abc13daf5af895d88bb4b0b95ceb7ca05e9f323b96a	1	89140	1919901	234718366667
11906435	0x782fe08da88bd38a1ef54ab78c0c7801d1ea1fcec50826e705c914f7a13d6216	1	89140	2693567	220000000000
11906435	0x7f79f3a82d4b9da210bd2ced74ee5caeeadf0e33424618fe6cc57ca1d44764a3	1	89104	1417389	258327766667
11906435	0xbec0e05c2d18e1228100b6242c779fce0d6011bb487f2573674b77ce67abf38b	1	451222	552263	350000000000
11906436	0x2f0423dc395c7917432696952aec28027a181017784384935abbdd6753c11588	1	451566	622049	350000000000
11906436	0x49dd42107854646e95f449ec40e3a61a26e9a10ff1f208a9a26742453d3a33e7	1	89140	2648878	234718366667
11906436	0x9179fe4290fb79630c2ef071368dcaa91b3bfa5ec2528e1bb18b41ddc98fb497	1	70594	2559738	234718366667
11906436	0xdf3a44f74dcd6378d2e0cef4e8326d49d539320596dc632b91ff901f3d4284a3	1	70594	2986647	221356666667
11906437	0x0456e5ca5c33cf017721bc382a08129edc40a17e33961e0c612fc596cae966c5	1	451232	1208923	350000000000
11906437	0x37be7631d5b99f0aef597f5b3c3a5fb5f16b18e7a03ccd13b995c1c0afe86881	1	70594	4346096	226233333333
11906437	0x7cc8746d520e9244dbbec6074268d0cc8bd73302479eeecaa9bf71b27ebd3e3a	1	89140	3907755	232833333333
11906439	0x53bbd01f74b9a30676e09c3c524ec3c55d43932f818a034194b8aab7d956c02e	1	451394	915781	350000000000
11906440	0x4e6c20a6874d60c32ed16eb79f0c971ec6d721366fda932179d611fdae2d3f7e	1	70594	2704856	232833333333
11906440	0xa9b85e5f97d90f97b924b0a3f1030684f7b844eb6e6c445518c1d6630cefa1d7	1	89140	2793996	226233333333
11906440	0xd948b7d63e8c093b497b5af4ffa2cbc19e4a73de7dafdcec8910a58a9c1c2e31	1	450486	450486	350000000000
11906441	0x0795d89b40507f200ed9db6da639181dafe06d0876ca95a265eef82d41fe44ff	1	451222	1833968	350000000000
11906441	0x7ac7341b7cf37d319fbb523bd7755612b5ff91d6d872117b8eea544c8099231b	1	70594	3146322	226233333333
11906441	0x81d459a59592736dd384d63cfe39757518827bd2b8fd0f257ef76c4b8c38a1b6	1	89140	3032593	232833333333
11906441	0x8d377e8e74886a157b8f0fa53b5b1acfcb7f9a88e6685e7e2c874d453f0de715	1	89092	2366116	267124433333
11906441	0xdae03bed81d6b5465a1f8d03be4ea07ea1082f858f342812e52bd05c0e8c8478	1	89140	3235462	226233333333
11906442	0xea9c17e5eac4390b365438a4b44826667593ebed029d40345a2c212a867c6f89	1	451232	480346	350000000000
11906443	0x454b0341d88abdafaf69c850a6b0f0d1f9f6c1ffc81650cdcefa042f5b2dfc0c	1	70594	962172	232833333333
11906443	0xc1e836915a0b29123e488a9b3060ad871857cc34a0d60f527f6fe570a7d1fec4	1	70594	1032766	226233333333
11906443	0xd15e910c65543b9cd3767eb1e8a7af07829150b998c501879b4c92655385d6e4	1	89128	1211034	226233333333
11906443	0xdaf82eb38e758683917bd6a9b21ef7405a44f80797b1d3890fe3c651eac8442c	1	89140	1121906	226233333333
11906443	0xde04443052de5f6c8ff173f88b1671a13068f3ef4f17de44e5dfc0a273386ad1	1	451060	451060	350000000000
11906444	0x21536fa4373b8400ca423a6276eb2a3bcc87470d3bf9b48d07c6480839ba1353	1	70582	6198766	219795033333
11906444	0x4e0400c5f4efcdf1bc18bbbec0ac7516dec4a891b0280ebfdaec7dc517fdbb2a	1	89140	5043047	226761700000
11906444	0xd3c3222363cc401693c35e91a10c16961a1212ad867a336f9bf84247a2347775	1	70594	5113641	226233333333
11906444	0xe49153e9687a7b2cd63b0bd7babf135c0cd8a54b11cf10c7cea468941c5a03af	1	451232	1149913	350000000000
11906445	0x0e8abd902f4018955dad3624b960c53979ec9a9b29d0705d714932edfcaeb671	1	89140	1734096	288396901833
11906445	0x5cab6c540272931d34176b69ff98a85394185b25db4830df61b0e59c69407d6b	1	70594	1967470	285986068500
11906445	0xd97b5d8ea564af21d98b2a5a5926e2e0a503364a5d3eb629c6417a7826a20c05	1	451624	863511	350000000000
11906446	0x570cd741f36b75b07ccf0cb743b3464aae0d8ddae6dd5648648d147eeaf68dce	1	70594	3675698	219679900000
11906446	0x6c3c82d527211cf771dd496a8df94c95c5875c155ef1d698dbf1f0af12c8a279	1	451863	550072	350000000000
11906446	0xec7a749470eadc73821c4d0adb5e46e0bda6c19c690a79618757172c5bb9a3d8	1	89140	7078795	217479900000
11906447	0x5812f04c891fd31125cf2d874741e40b4de0d05aa5180c3fe218f69646d5e1b3	1	89140	2062054	238819900000
11906447	0x681794f272935af80ce125a3c173b3ec664781b6aa905fe760f6243a9b77c1e8	1	70594	2158857	236546566667
11906447	0x6af1ceb1c007296c7cc8937f16fcaa1887b4b4f4ce699480f88fb36b9e5ef8dc	1	451404	1461254	350000000000
11906448	0x03acced437b436e5d1d054e1161099a197b6bfb22b5fcc526b04903ea07ca238	1	89140	1837136	232696530000
11906448	0x4b8575f9476a894faf057ba4667a2862b7b151115de6618a24e56426abc075d7	1	70594	1726996	238819900000
11906448	0x61a072f7415874787d0641df0bfe233c2aef2bbef8d0d50982a0315b191212e7	1	451404	934808	350000000000
11906449	0x3f6363b041d848b21e8d1e11e48bbbfa8d7e21621a092b66ba86002921183584	1	451519	3009242	350000000000
11906449	0x484a3594d38b74882f311ce8305e39f122bafa9c3900eb5e12737ca6a9da4d86	1	89140	6339414	219129900000
11906450	0x58323edb779a75874f0824cc1e98409d98e6df15bf5f69ef1aad0a139d44c8a0	1	70594	2546541	232696530000
11906450	0x6d5dca27f127635e2b639453a389923cb2db1872c403522fadb16251d5d2d763	1	451394	451394	350000000000
11906450	0xb6c2c11115261cf13b8f7d1dc6adc6add5d9d6d5b0329a9830c93dde6284eff6	1	89140	2790099	230129900000
11906451	0x8530ccc89cb9223e7d841c09ed79c4d506df94f3720ad49f56ce07dc68065858	1	451404	1125373	350000000000
11906451	0xb894ce7f07f2b01ec4cd4027d4e99ff6ee10ca2daf23ab9cafbefa160f138d54	1	89140	3263187	230129900000
11906451	0xbbc7f86a546ec1081b5e4d8e01dec9936f2a4c6f444c2883dbae0c188db68cb1	1	70594	3174047	230129900000
11906451	0xd20ea046189c68366735327fc09289783c33559c4fb7dd8a84d9c08f3cd288aa	1	70594	5600611	219129900000
11906452	0x0df96e1c9dc93b4743d67c9052990317d657e4094e4c072fedc629dea3d01bc7	1	421489	505489	350000000000
11906454	0x5fb760d7f308e7b37e5542ad0d865c0392ba17fea9763c7f04a92e6a83bdcf1b	1	89140	6879874	231000000000
11906454	0x947aaacea22625bed2fec4040852b74edb9d51089a16fb2cbda22e1905669f98	1	70594	6978433	230129900000
11906454	0xb81aad5282a29b60ba7418435b22ab26533d9f7de8f6d7493cfa1ad3329fdba2	1	89104	400665	274300000000
11906455	0x08e8babe95b7df2d569a69c42899a1695c85d3907713f73060727d7f3d57c5e0	1	89140	2617883	231000000000
11906455	0xdcf508452fc00c472e52774ee6cf41b0b1e97dd9ee1e345785c7ea525d1148ff	1	70594	2688477	231000000000
11906457	0x48bb54cf27be3b2689635abba3d4c327f29a4dd22f5cd227eee1babc80fcec1c	1	70594	2150509	231000000000
11906685	0xf2acc4470beb6b037f0c83d488b2e37fd8599dd8729cae1f523b988c8f214dfc	1	462755	3787813	350000000000
11906686	0x0e0ca202311c7cbcb48cbd51ca01026e73b6120ae86929dd9ad7e5a9890e2b29	1	89104	8817121	189200000000
11906687	0x0f4fb13528c933b309040b1ff2bd014d0087e8ad74123fe1a1e03064be47368f	1	85582	5534758	189200000000
11907253	0x07fc79a3a6fa7d3f6ea7e571eb634ad2d57e14e61eb54f7418066a9005b78490	1	462917	4749047	350000000000
11907253	0x5b639a13819c6bddaa4c77bf9ae09ceb9c5e39199a3799f5b9347520074e3632	1	392778	5534603	350000000000
11907253	0xa3351d09a85c7848dc99d0fbd2c7561e21b5c8ec012206f81020f83df1169de5	1	392778	5141825	350000000000
11907255	0x3ac011b77de45db10a9711318ede8199d39bc1387ec55d34a002aee941fe34bc	1	89104	4889479	309804000000
11907255	0x574a9bd7774e881e2bfe8844cf69cb27d4f206c3e663382e3d5417f0b9a1486b	1	89104	4978583	309576666667
11907255	0x6c5d57d0c6100fb945a4c9b490d165380eae85d1605b02cf0abbb0fdc210f8c9	1	89044	1908316	379296666667
11907255	0xc81ebbcb2c246f081e90098412d119ca761ef8cd0be42acef598257bed59db9b	1	89080	1730228	379296666667
11907255	0xd61ea287f41413d4c9ea0c980e82bf55525f5a44be14d15d172c751bf738051c	1	89044	1819272	379296666667
11907255	0xdec0249fe7a72c1c05b7cc1233a526c025d9d210c8acd63323c574bdf5f2e05a	1	89128	5108908	307604000000
11907463	0xd68223ad80e7511645d098152ba67a1058b0918ef52e9ddaf5f56e1e24f1e4cb	1	85582	2658621	1087533333333
11907909	0x1feea534eca21643753231733c0379e89eb0850a89209d44f512f8c86ad4e53c	1	107282	474545	800000000000
11907909	0xc8f1c14991ec80238734ba5977c457ca91d3dd051f6b39cee176e8e32f29bac8	1	107282	367263	800000000000
11907924	0x25455c0944f639b30a5f82364f0b68a61d583f2303b5fb8f36e7b85460529846	1	107282	557410	800000000000
11907924	0x47dd3705334905fdfaa8211042e48260e46d4c258e315b2197065e783b139dfe	1	107282	664692	800000000000
11907924	0x4928b96281040af33cb9a35d28f4315cd9bbdc4e73e05f112ce3d08a2ca0429e	1	107282	128282	800000000000
11907924	0x535520166661b7e94fdfd3102f379ecba595455bd27f2f61c0c1881de706cfbc	1	107282	771974	800000000000
11907924	0x59b38e25bbaf4e8da90180188c7e5d8a6559f29b16e7b0e46747333182a0a997	1	107282	1522948	800000000000
11907924	0x6ea093281ed2f43162a0ad010e1a38f3cc6b3423d3281bc08f9a0a5bd8b73ca0	1	107282	1630230	800000000000
11907924	0x7c1c9ef9777034e0c8351c665a327887bde1af91d3996adc0025a05d7f55c9f5	1	107282	1844794	800000000000
11907924	0xa09aab891aa67ea87d6fe5d9f5f6375a9eed0fd22ea61a8f95ddf4952ea69f1e	1	107282	879256	800000000000
11907924	0xa4b62eeba424ce9ea68836a1b427804547d320621ff88ec4054748e3484de2a5	1	107282	342846	800000000000
11907924	0xa7c17a2eac76c598233c6a7c4673387cb4a0ecc59c1c5df83e93d4ff2678f213	1	107282	986538	800000000000
11907924	0xb4afc4536e66ecf22e1d6df38df892716d35c5297f03de6777e4b6548785e0ca	1	107282	1737512	800000000000
11907924	0xb81501f43ae150555be3838534292c616c2c8c6937a83f2fb8f9b87f635df2be	1	107282	1415666	800000000000
11907924	0xbad2dba13f791f23a9f64920c730350c236e9d161fa94e2b2352f9226657c3ae	1	107282	235564	800000000000
11907924	0xcde159e20fc1f3e95ba829ff3a5c8e3ed81ac4ed3cfdc8dea7a818be38182f9f	1	107282	1201102	800000000000
11907924	0xd51af9c6a4d68fe2bf61c1b7cbe93d12b756566983483511eeb4fe8777b2d9f3	1	107282	1093820	800000000000
11907924	0xe285d932c2792691a31efa983317fec173fc1d8c933c97495c51546fd56f21da	1	107282	450128	800000000000
11907924	0xef4bafd089f230eac1a1d342a101e7b56ef217e4b976e727fa04c1b9cedb65e2	1	107282	1308384	800000000000
11907986	0x8349d33f239defb93993138d5f29f009c5c261f13bd110b9eba4ff3a7890d907	1	93667	546188	774150000000
11907987	0x8d55cd9aa2d5c81afa0aa45156e823f7083f033dcf58e95a7252636ba19b9edf	1	107282	410787	800000000000
11907988	0x04e96642f59253940e0c9c9ae15a002cc288998328c47e876f1732c917828d47	1	93667	960263	770076666667
11907989	0x677bb9500a8536c72e5743ab7804c7de8ea30ea897e1edff745db765cc3daf4f	1	107282	369130	800000000000
11907992	0xf5001d246e683db9271b1b9f00004dcdee4e944f189f96d681345a14f3628917	1	93667	537990	770076666667
11907993	0x72a9a8d58dc65c82e1f720b2b075fbc9fe434b38dbc302427beb2d6cd97b83c3	1	107282	967106	800000000000
11907994	0xebef1b941ed1ec6d95f7240f193dcec701e547a2792f3beb5af6b827b5be9d60	1	93667	351766	761128333333
11907995	0xad7ec515c39ebd0b8d47e6a1789f3eafef00d05b98e3de7f9b28d8252392a3d5	1	107282	892359	800000000000
11907995	0xdea136f5ae63ca1d671ea2342c2e46c183562b03d934e118f66f928d291ad467	1	93667	1015146	761128333333
11907996	0x0afa07a12bac7e004cb56567e6da3cd42c4900e26010d1e6a8bb816529f85451	1	93667	958921	743816666667
11907996	0xe87a139f16990e70016ac53ea29565543c70453be160b0b00bd7f7d24118a55d	1	107282	676872	800000000000
11907996	0xeb00807f52e4c00711d9cd37d1b35f58466403b24ca56b795cb49a5e547ee4c2	1	93667	865254	743816666667
11907997	0x359760b22eefa0c2b565eec394f711101f78c06103205cf6a56177b6668f60e6	1	107282	107282	800000000000
11907997	0xa43480a55a96c6fb3daf50af3ad4987918913d0027fee2a4a334f2ddd0d81f78	1	107282	214564	800000000000
11908001	0x93aa4a69e113db2a419ee804460ed9fe80c17eef91c1f2596d664eb7191c987d	1	93667	880507	752851666667
11908002	0x47fd6e91973c13906de0c7d41782cef06f657792dff7b22cb511ffac4a9340d9	1	107282	1556746	800000000000
11908003	0x50897bafa2307e7218d2a44b643e203645e76d049064898f8881ad7d462f705f	1	93655	733895	712248333333
11908004	0x253d917011878d681a9c1dd3a2d0cea42a2c467c8bf29aed8d3df3ab9c430505	1	107282	399503	800000000000
11908006	0xb7fc1c1bd50d25107e691ec06e34320a181aa7d7e61d7aa2b93325171c58ceb5	1	93667	176864	792891666667
11908007	0x740727d3e5493026b9929c5b1a24c74f3a6e17184e82030bf25a6da29c6a8410	1	107282	107282	800000000000
11908010	0x85f73ba6955b35d912f9f15fd561ab2cb578ed5aa97c53c4989ee3e0b1bd8f43	1	93667	1416420	792891666667
11908011	0x67b448714e37cf03fe0ce93644ac5731caec0a8e3bf4633150cee48f786be91d	1	107282	278639	800000000000
11908013	0xcc0c49ebbca474cf0465fce9245fc5d1ed531e5af6ad4a4a8ae4c75423bbeb8f	1	93667	282928	792891666667
11908014	0xbdab494c5df3d91fbad3bd2d7c3ddad6c28f931c5c638880a37999a85592d21a	1	107282	128282	800000000000
11908015	0xb49e3eddbe8c10f3dd53f5e524ce29d2f3e5c8e54fdb51ec992cf09a6e5db742	1	93667	817776	737186666667
11908016	0xcc87d669b03a43cdcb4d64d8568f23c12b682e3a3b26b012bfd40ae072fec3df	1	107282	328638	800000000000
11908018	0x307d3dfcfc8e7b86a384517923fab01d4d1c7a2d1cd0d5a4292e69d065c3fccc	1	93667	655624	737186666667
11908019	0x115acb5b7afee4b4f0a8a547468ef81b5d5c303568335760733d7e7211af149b	1	107282	2341799	800000000000
11908058	0x0aa6d781f7db8fc9917a8bbc2d0abd73760f457cccc40ead08ffc102401744f5	1	215913	4510690	450000000000
11908059	0xcaee7977c7ae642739c4f6b095f9cab4a505028ae0cd1571e4605520fd58c5ba	1	107282	255689	800000000000
11908068	0x06e80a33028285862d26589d36550d699088a559f299d3f2b7a84a827946d499	1	107282	1140631	800000000000
11908073	0x22a1fd12b28a1eede5af7fed1e622ed75d29d93feeba3d038d360b513e723b6c	1	93667	114667	1080000000000
11908075	0x077ed6e4f961b44cbe59e10c5984246d75957d293ec31fc33a6d223e193beaa4	1	93667	345667	1080000000000
11908081	0xfc43e84f5725faa23ea3bb33505f9a4c4a8c7601c6b8ed427b9e8fd0c6736747	1	93667	991697	1080000000000
11908082	0xf8c9d828e338f9d919a19a4d15f2e755e07dee58be3eb22443a43dfdaf4f029c	1	93655	1755408	900000000000
11908088	0x5fbf839120ab4a869a350b3b09be82073365688c7d9bdc2c9a346f17ed02295e	1	93655	1579156	900000000000
11908092	0xa8795870c266730efa7ebf25aa7e595ec030974a4c2485935e45225358e54223	1	93667	4896658	900000000000
11908092	0xc69dd80df520be7bc6f4890da2d854af4190a7e42ec7774c424db898b3293703	1	93667	4990325	900000000000
11908094	0xdb447cfb3490db611b2b367bad8bb6a719e184b0e96de2da39f5b6419694df26	1	93667	4421497	900000000000
11908095	0xfbf19fcca58211e3f7c155a6c7a86e71d77b05ed343644bb128c20102db73b70	1	107282	937711	800000000000
11908096	0xb72866121cb0491ca0ac9956152ab6db2202035e851b7b0b3b50aefbcf6e04af	1	93667	1085401	900000000000
11908268	0xa7d7021c4079f05a02f5cb7953a87a751ee69a8c08a8d6bf1f8e7f757b40eabf	1	93655	546909	712400000000
11908269	0xf90332792f794b52eb881b7cbe821e11edcaef8c67d07c4bd0965fa45044cdcf	1	107282	184491	800000000000
11908694	0x6df1e3a829aed1d7c9448961a9113d097389a9e4d3d91436b048163573a88538	1	108655	295193	474989666667
11908702	0x47eeba6e743ea30825d75473d1717860de0d028f0d9f30da88437c95988b275e	1	108655	271164	474989666667
11908743	0xdc00e5e801e4da8f92adcd49e95fcb7562e894604d93fe97b014861e4da457fd	1	93655	1285649	423800000000
11911171	0x925c11ba17b9ba5fcc3dae50e49301b34f1680cbe22f2c26903ac9c1157aecd7	1	100839	10859168	317166667202
11911176	0xa578c4eb5f207d28a519bec4825e06869f4ae16fb02cdd578a0b757c8311ffd9	1	100875	3995809	331466666667
11911187	0x7d2c39aa843e28e273b69b39985333e12ac05a4d239a6910d12daa643dd5b4f4	1	100827	2034202	395633333333
11911188	0xd6091cd1429af336df855a2b0aacd45fe9443c49fb577d8de2e6ebe8446ea61e	1	89104	3498471	320100000000
11911191	0xf50ba3365f6134a8719a252f17cbdcf756fb2382e513566a815be52312d0b464	1	100839	2141009	335133333333
11911201	0xcb1da2779405701e733c8b30dca820ae5882b207e8a25187332329aca109aa62	1	100839	5530274	322300000000
11911208	0x181241b04523acdc79dc2770578ea4c195bd84dc7ea444885f878bd75111f4a7	1	100839	7516461	328570000000
11911217	0x50444c9e5a1d362674bc0ddc760a551ec706716b906c9cf9f836f093b9ce6aaa	1	100851	2688033	328450833333
11911224	0xed3bff50cfe620e90961d9c1fbfa72a6db14cb33b14d5032280fa54f5021a978	1	100839	5572106	327103333333
11911230	0xa00f930f8d399aaff6e9a5e1a4b09f2c9aa026abe34320a1f51030c26bcd238a	1	100839	9327014	324404666667
11911233	0xbb72c14f0629b7fffb6b682baf7629be84f121366956469a9b9ab09b585a9af0	1	215937	10167032	286800000000
11911237	0x46f79cfa94a90a21c3900b22f6cfc5f2ecb6f7eef592eeb90a8dcfc18ae32dbf	1	100839	7133052	327497500000
11911248	0xcef2e1089ce473637b04ddc274de6594aafe915b99c1c08c835fb186d74a9860	1	100839	7389969	333666666667
11911256	0x4452ec94a109d34166d9b0b9e4f5ce4be8c3d9b17384cd2947632c4387894a50	1	100839	628821	394333333333
11911256	0x6a874cfbe58808651c751ef6b864248725c5389433e9b2f855157a9fc6605948	1	89104	10784819	330000000000
11911268	0xf87d84d8d56243ca9fdc90c1a78481db93a79568855585a2751ffb17bb904308	1	100851	1905886	337333333333
11911277	0x525767e8dd8976f298b2cb352772caa991b4ddd4cba0637fbec75dd71498d8ca	1	100839	4897960	347966666667
11911286	0x2160c8e50207e61b900f5b5809dc259549f507b93f2f17f2343ea1a4ce96622b	1	100839	121839	461288850000
11911298	0x3a5c556f1e7d83ee1daf2a929b680ea3b13dd063434630b14efc7d8371fbe55e	1	100839	7548510	366483333333
11911306	0xa7c4356ed956a246001770cd85abe629e46b00522f5397e67b90c000418eece4	1	100839	7393137	366703333333
11911311	0x0465cddb8adf446598ca3a6a7f6bc2d83d1e5ad3d2282324edb782469b169f49	1	100827	1098535	437840000000
11911312	0x238efbab875ad69ff3a8a257b0bf0dd4a72cd72713fb7faa09162d216280a902	1	89116	5390419	371836666667
11911315	0x40c4a9df57a4519e33dc078991dc478b6b4747eebe1b139d5dd298177da27fb9	1	100839	4330604	378766666667
11911327	0x0ca29719c49ead6ebde316b87f7723b17f09b97312a77adc147bbdbbb4b0c1cd	1	100839	398860	379500000000
11911336	0xda2206a0d8245ca1f24ed374dbd577c4190ce603c43131e241bb318b4586ed4b	1	100851	2409182	379866666667
11911342	0x878f0d369010d17d50c5de141809377b0e33e75eb03fbe947731a06b58f2871f	1	100839	8199960	389620000535
