blockNumber	transactionHash	status	gasUsed	cumulativeGasUsed	effectiveGasPrice
9658301	0x9e58a78cbc904251310cb72795f937a4760d5f6747ca96ab58d588974c55c62e	1	84313	1222709	3400000000000
9658301	0xaa4e12b88d4b262609560504fc51dfd215e249f66b914aa3b18df10b55dea0ce	1	88162	176324	3380000000000
9658301	0xbb5f70d868e83d84471bb463a45aa4af0023b6239bd872d416893ade5a4626f7	1	88162	264486	3380000000000
9658301	0xbe36520457a5d6cc5b9a60f805decb3866bb75660f07e74c5514b68714cb6a71	1	88162	440810	3380000000000
9658301	0xcfe7f09e4942abf5078b21057998d87f6a00c258a3fe143a9d0f5401548e32fb	1	84301	1054083	3400000000000
9658301	0xe52e428797308eee0e022eb115719ecfbb506369d7e12105b6f5b8b71ffdcd60	1	88162	969782	3380000000000
9658301	0xe70a0e4755b6ed603df9fe0c2a89efa28fd50f8e8f3b8f887af2f1ac847bae6c	1	84313	1138396	3400000000000
9658302	0xb45aee42a977c0743e6857788de4ecc8e01b66ad8fc07ed596775c7553ef2cc2	1	446331	681289	160000000000
9658302	0xcdad066a60b931d83da2ce0ef0c6d3af217e05143e5eed96194dd858a6109fcb	1	417792	1099081	160000000000
9658303	0x028c464de6941da16b5064cae2fd6dea004d682b09445e9c0d3f12546d7380b2	1	417792	6363512	160000000000
9658303	0x1b1a31345b24c053ebcb769f1321d12ec5347a5e782d02b5355d197baed05bea	1	417792	7616888	160000000000
9658303	0x260f0be9e3babcefc26df85b3b085bb8168e3765680143cd227d1d84e6e78cf9	1	84313	1180382	3400000000000
9658303	0x2e12a39805debc0fb91cdd5dcf08d0977cbb82067df16c9270637b46c26a9e83	1	417792	7199096	160000000000
9658303	0x54e1d81314d6c776294205fb98b2f4f0df9493b30b335c2e0c5de6fdd7716907	1	417792	3438968	160000000000
9658303	0x5a6f5ea50c3b6e0f37a1a60b7d288d37d5a8f5a410dfd0f2cf8687e07ddbaad2	1	84313	1264695	3400000000000
9658303	0x5bd6cf9ddded4726a7ef7e3800b2ad132580175916114a3bcf06355d73686040	1	84313	758817	3400000000000
9658303	0x5ef4f3a81694e7c5db53ed4cf3a440ffda0a7ed22b07218da23561d3ee06ad40	1	84313	590191	3400000000000
9658303	0x6541bee9154c34a4878cb1b7af5efd3ee86993624b79e969da75332afcfccc92	1	84313	843130	3400000000000
9658303	0x728ca5b0bafeebaeaad2741a76e008553b6396723c6b04dd75f10bbaf78aa681	1	417792	6781304	160000000000
9658303	0x7c5fd81002ac84546096e500bd6fa3a184c3653c439ca38b98db190d1ed198e3	1	84313	1096069	3400000000000
9658303	0x87038efe8a865fcc1e50c2c8ffc8ffb0a3b80e2ceb49e29a5c8036e264de4740	1	84313	1349008	3400000000000
9658303	0x9197ca3f7cb0312e23f833f50cbae413c7ddd18a3f799911f8768c8848dd4a06	1	417792	4692344	160000000000
9658303	0x9efb7870dca9514e4c787510bc6788159ef1e188f15600b18d6b4f0a307babd5	1	84313	1011756	3400000000000
9658303	0x9fac8ad8a5a8ee5c70ffea573cf97b62ad1c6ef23fce23df0ee8f43328fe178c	1	84313	421565	3400000000000
9658303	0xa9d4d07bb0bb94304124c47d86a3f044fa5405fd661f1adc2b4d87a47f9ee1f3	1	84313	252939	3400000000000
9658303	0xadd73ccc63835d8ee7cad09d03c31455989ecf88bf635778aad357419acf63f7	1	417792	3856760	160000000000
9658303	0xae594e7a49b36eb426220b527e20022d369824f813f1281cb84d5e30971bc1b7	1	84313	674504	3400000000000
9658303	0xaf36f20c3811871b00add62f9b72adedc77303da6fee132ba79083cfdf0cca66	1	84313	337252	3400000000000
9658303	0xb1182ae8fc734bee13a1f29eea76d3d9f5ddb43f0437be772e6c8d79202aed25	1	84313	84313	3400000000000
9658303	0xb50e6082d5731e1bca5f97759145919e13fc228187cb5dceb435cbf60f831cb5	1	84313	168626	3400000000000
9658303	0xcc602041f9832e737ae4ca56ebaf727b43e4982096b066e67ecebe08f6a1836c	1	84313	505878	3400000000000
9658303	0xd15b78e9bd12a2fe406e1e4e69c7f375f09ab0fa8fe26de39b868a52a0a570ab	1	445929	3021176	160000000000
9658303	0xda4d562b6cb87eb6f78939851049b362603e3e73fa389eae88ac62e24f07baec	1	84313	927443	3400000000000
9658303	0xe66b7a5866e8326a538b100a92e593284da35abdcbc992dc3434a04d1ace3a33	1	417792	5945720	160000000000
9658303	0xee2b993193f34272f5c649b193bea19d6430d7e8652b6fe25ec44ad844a3a1a0	1	417792	5527928	160000000000
9658303	0xf6585e7e30d0035a6a250b7de041e1c3a058913929934177808567deb7c57d7a	1	417792	4274552	160000000000
9658303	0xfccde642b36e78fe77c49a65d65cd8a356e9d29cfff2e464c2fc63dded117ad2	1	417792	5110136	160000000000
9658305	0x0f2610b5daa260611562b1117c40ed8b552dc36316ebec5de91e3ddea8300daa	1	84313	505878	3400000000000
9658305	0x1083403a40438255680092f4f8376dbd77a5e71216bf1f8bc59fd52d8d98c95b	1	84313	421565	3400000000000
9658305	0x2300ff008c7ad5cc27c5cbb0970718e71c5465a8fe12a1ef9aff94a49590ede7	1	417792	1871829	160000000000
9658305	0x2f535ffbb14319aab06883d4f1226f61e0cda3f4450040a23878f4270b246262	1	417792	1454037	160000000000
9658305	0x7b7efdf4840fc6e1e6c3cf26548357f4d5f7b3a58e118b260132b858e78b8471	1	84313	84313	3400000000000
9658305	0x7eac9abd26403b7660ec895f4d5d2b79cd8814ec058c3625d8fe3848276f832f	1	84313	337252	3400000000000
9658305	0xaa46880f021846942b7e16c38782ddc491c5392384944b477dda43558d6270f6	1	84313	590191	3400000000000
9658305	0xc7765d969e9e3b77c31f6873953ac2c663bd7f9ec718b0bd880888ae2eb2d3ef	1	84313	168626	3400000000000
9658305	0xe765dc516e07aff62d40cbfc8a359aecc997338ad0a5e1ed061ace299bae85d8	1	446054	1036245	160000000000
9658305	0xf34d23e3d42b56bf7d4b0759be245c09f8f97e66554c73dacf5f61ce7051e1bd	1	84313	252939	3400000000000
9658305	0xfabe90c362f0db2a8d5a80c8bf6ab733e12069a60f8776e3a76ebb1e2c4720d7	1	198241	4794180	85200000000
9658305	0xfdea37b3b53f6e92ff7d82a6a591045c92f7345c6ded37c21dd1b22657f7c156	1	198241	5035370	85200000000
9658306	0xa4eae762e46c250afe9f34b8b24cbd65efe81bba4e9ad22be24b8ec2b69334df	1	417792	905731	160000000000
9658306	0xd3df559bf9eccd59e79c7e4181f7ed326abb68e32bfa27f3b591b2e495b2ebd0	1	445939	487939	160000000000
9658307	0x7eab66ecdacde073bb5cd23cc71cc05318c057eaef9ad986b7d8de842ddf461e	1	445929	523138	160000000000
9658309	0x1ada535665405096ff2da3f6b281d61bd1fc15bff7023c0fea6a0615c040ce77	1	88162	881620	3380000000000
9658309	0x594749caa55c6602bac2673f87d5d6d9bc95adbffe22abde46a831aaedf60e7b	1	88162	1057944	3380000000000
9658309	0x5e4f91518a894a05dfed16f0c1efcdecb5d7f3b232e4fe2c37c874d7321bfb2b	1	88162	793458	3380000000000
9658309	0x6cdcaf486273660222005863ac1e3084d0b53d932af7bca8a8e618e029924a2d	1	88162	705296	3380000000000
9658309	0x818a9ed79f06222f5631f32d5be4b1ff61f6f08f5bf3377851be088a328d8fce	1	88162	1410592	3380000000000
9658309	0x92d26fb37f7f02382c0cfd1aa9713765ea2c8fd51faf07f0bec102cf2f7806a6	1	88162	88162	3380000000000
9658309	0xab7d95a06e09d4573e096f917d462a1ea59c2a6098849be95f6f5dc8896b7e6c	1	417792	3246530	160000000000
9658309	0xabea286a9e4fc07c272cfebf5b36b77c568c9a5f08944fc396ea557cb7bedfe1	1	88162	528972	3380000000000
9658309	0xc8226f0d0b5d73e739cbc3caef2d0f0ee80b777928527ec818f6e40762281bb4	1	446388	2828738	160000000000
9658309	0xc931063c97519eaeca18e015e8e2accddf51efd3d1d6097ec70a6a03165f35fc	1	88162	1146106	3380000000000
9658309	0xcaa7661313112b600d34d889fb165f5c8e7dfda71a139059dfdcb879a1f2a00d	1	88162	264486	3380000000000
9658309	0xcb33e2d9f7c7e22b800482d4424c5fd260663e5f558a32b8a71abc4871352498	1	88162	617134	3380000000000
9658309	0xce6bc329c26da331172140455926cb2422dc8ad3dbcefb174079063b5c436709	1	88162	1234268	3380000000000
9658309	0xd10f493545f00b9cafc46f49719fd25cfb5b0ade84f5547b19e0530365c3dcac	1	88162	440810	3380000000000
9658309	0xe485674470a1deb4b3bf46060d275cd47b896fdfc5bad9e21f29eadcc1772f66	1	88162	969782	3380000000000
9658309	0xead42cbba2912471d6f4b8efafd97520d85a5e058a38b1e9e149c723955dd141	1	88162	1322430	3380000000000
9658309	0xf73990441a37dd8499d2bcfaeba403a66c6f5482ba3d9c9c7071e212d8072e2f	1	88162	352648	3380000000000
9658309	0xfbadc7f7926d8cd86f2cc5272baca0619f64a6715e19ce1f64e1bd1067f653ce	1	88162	176324	3380000000000
9658311	0x0f0c9234189a72065c4bdd7b7cd22ad9e8881dc46de78248469e1fefa6cb3176	1	84313	854677	3380000000000
9658311	0x1732e26e2b1d137bd79cf1d998b0e6d3cad7a59c5a1b4795c3c93586213d0cd7	1	84313	686051	3380000000000
9658311	0x2f3055ba08210c27565ee9448d350c64efc92c6d29001eff4b2387e1335b644c	1	84313	1023303	3380000000000
9658311	0x3ad598bb4a98c209a737a97119bfd6945b8e54583696badfe7c6d2ded8695dec	1	84313	517425	3380000000000
9658311	0x48b34f42cea1a63ee5806d944b0b16a6228d9cfa2bfd09d8a465a96b33596260	1	84313	348799	3380000000000
9658311	0x5e5d7d6caea1a6cd18d1cedfe5e944a57a69521b613db57089e9628e604cdcf1	1	88162	88162	3380000000000
9658311	0x71892fe279cf6016a96dd8b71a5209b0fc726bf1e4a17b76314a8eb601cc4547	1	84313	433112	3380000000000
9658311	0x847dd2c8cbcd0df0cf2acec26c2c980ea7a1f6f1f8709d40f10a60986e63706c	1	84313	1191929	3380000000000
9658311	0x92e411addae7a656f0b9d0d8caf1be71e5a2435ed6a0b78b74bf1f11cd88f4ed	1	88162	264486	3380000000000
9658311	0xa9af98f7db38997f0d379ff41628291cff37e70161e01efc155595add8734bab	1	84313	938990	3380000000000
9658311	0xaed003bf83c1cc50f80afcd1d58cb0703135589904faa10c007be652d9387098	1	84313	770364	3380000000000
9658311	0xc18e4ea802baaa2ca08f32e6b2aabef371a5f3826ff350c1e711aaf7de35386e	1	84313	1360555	3380000000000
9658311	0xd7656aa1255fdb36f77282c55e02346861dd2ae494340d6ce89a3ab011129275	1	84313	601738	3380000000000
9658311	0xd8eb7f02dfa4d7564c41e1626875ff7e193fd4ff9a211aae3ecfdee1561f1f48	1	84313	1107616	3380000000000
9658311	0xdfed57f9bdcdb1c2ef27c0708cd5cd50e1f0c3eda43b57ae09e22cec56c055ff	1	88162	176324	3380000000000
9658311	0xf6397f88cca00c53ea234e07f6571d7ea666822a2761c6c87d033b8d71f89778	1	84313	1276242	3380000000000
9658312	0x08cee409eec4b9c9b64e35271286b28951c3461a6da98f47a676020fe1ae0713	1	84313	1980851	3380000000000
9658312	0x38278d0cf2b9eb93216538d8fc722e49f3de9df68b9ee778d2c7fda7542d091d	1	84313	2233790	3380000000000
9658312	0xb1f999c2dacebe34d3ddef435e6b1b11d6eb96658eadf3bcd508c7ed55bdd7fe	1	84313	2318103	3380000000000
9658312	0xc7bbbfcc74446f2706460cb81fa3facddd524e5e61104d6590ef8a5f5f8ab85f	1	84313	2065164	3380000000000
9658312	0xdc0844c8332473f279a627cb708d371d6a06a29e31673b73135c862e1a94916f	1	84313	2149477	3380000000000
9658312	0xfd2b4ba563bb457da2d05ec7edb09a3094cd7fc767e7c0f66124e8f0bd8703cb	1	84313	1896538	3380000000000
9658313	0x8b14858acbae74fbc818841c7e6d47c85e7d9ce3b3dfb94e80b2462e55ad9c3d	1	198241	6280587	84000000000
9658315	0x3280951b463056abd5a1cc32cd4290cd218a3ab8c0c1566868126ca5c851c006	1	198241	4890640	70000000000
9658315	0x57d3280c21e68698e5874ba0ea77eb8f62e7643898eed5b4ef90782119acd331	1	198241	5088881	70000000000
9658315	0xeadff11889fc0ecfd6edb5d02f44d2d98d21d895ae6db7ef8b7ea544481a695b	1	88162	172162	3380000000000
9658316	0x2947da1b481d0f332c6493a9711a472f6dadf3052d78421618692271c4aaec9c	1	84313	84313	3380000000000
9658318	0x53aa065607c26fc8df5415ecde9ca333978ed708d3e859207acd0b57ee4db180	1	88162	88162	3380000000000
9658318	0xbed3d5c28db557f529eddc3b470795daaf08770a6ef129cff07ea2347a0f9bc5	1	88162	176324	3380000000000
9658319	0x7c460f6470de686e1c46ae1c01894c87d9ba8dd1714137834514d82a4dd019cf	1	84313	168626	3400000000000
9658319	0xf40d249641a707cc2008a3fc15d5aa36878e74a0c14c1f6ee30574af01cbdc97	1	84313	84313	3400000000000
9658330	0x083fef4974ca55137c9c294cf35e3b01fb90c9ba8eaa0f9ab0905a9cfe2048c2	1	446560	2013171	160000000000
9658331	0xf2e47b853d9eec4e5052403ccb4951e9db8a0a8c0d679a60d1e54f168ed829cf	1	88150	88150	3400000000000
9658333	0x2aba147dfccecdcad8f3efbf4d0523ff61977d29c6d99bb708a3f657f39a5389	1	84301	84301	3380000000000
9658517	0x5ba1cea101d9da76df75a92cc349f95fc501ab9b20b6ab7dfc15b1a7db276b2f	1	520950	8352587	72000000000
9658517	0xe0b267d646db2328336095985d4639a332443f7d15645a4b34a75a7dd8af9935	1	550005	7831637	72000000000
9658519	0x8d022527d858ec1e7a65a325cf90090c998a31f25143aa25ed4bbeed9d7a744f	1	504651	8649593	50000000000
9658520	0x0bebb40c39876d578c12192108b963281e8dc0aace9eb850a0161981e8a75e6b	1	99921	951074	2360000000000
9658521	0x7acaae1b0788bd7b4b5b90483f8868dec15dc37a8e893e8ffab336e54b21558b	1	549728	9097579	60000000000
9658523	0x4576aeb51a99fe5762e2cd3401b69247afc058f3b49ff3cc18b1bae00791407c	1	519696	4239032	60000000000
9658523	0x4d4e27fc60279f633659df1be917064033f8f7f4bdd9593d1c52026911f2d8f3	1	490930	4982680	60000000000
9658527	0x12dd9e5f6c88f4c336ec75c7c55f332a385580667790d4664f38d03d4d9d6efd	1	520019	1485818	103680000000
9658527	0x5002c39c54f0950421afee56ee499b1b0e00d556a8c53d5ae14006190d675abc	1	490954	1976772	103680000000
9658530	0x3591cf7d51ef71c37f64f1529cf225110e75f45aca7d420d622e14a2503a47a3	1	519607	1490971	72000000000
9658530	0x500927a90a9c95822bdab68abf1160c18845204618cbd49de9844c187f90dc77	1	562030	2053001	72000000000
9658534	0x7adc9457a492de386b01be9befc6cab511e138f4332e3db0a471ec2a444a530d	1	550235	6286542	103680000000
9658534	0x86e39aa0701a78f2b86e89f55a805b89ca2a1fd2726983b6a679858a09f6f7db	1	577435	6863977	103680000000
9658538	0x09679e246180e96a10d4ead68f0bef343a861d41c6867959261a27dcfa1b5cd6	1	606385	2447790	107827200000
9658538	0x7f1a1ab0d9579f47914685e27c6f4216a80053649ba9bbc09d46159412744863	1	577435	3025225	107827200000
9658540	0xaa0e07ac0f8316f72ba77e24b0e8babbdb4ef05236ba32ff6114087f57dae4ff	1	547439	5491392	74880000000
9658540	0xb5c4d09d3a27c2eb847b3c240ea5088726c4628869b27f79913c5dc37a7aece1	1	576193	4943953	74880000000
9658542	0xae2aec6457103ad5e82c0a2b9d26dbf8c55875cb9cd93d8a88e6d8ed94fb4a18	1	579799	2887973	74880000000
9658542	0xf838d36b99223dd776b28c39325e7445d28de3b89deddfc39cf64887de9c7b96	1	547415	3435388	74880000000
9658545	0x3f9ef9af5ad609f863de9fbb516098029ec29c0bcd6c31e959380b1db95eb415	1	576504	6588074	86400000000
9658545	0x92d27f5641875aac5f7dc2592f64ca11488dfc3d035ce7b3bcef9e288306e572	1	577435	7165509	86400000000
9658548	0x6d6427d163517f2314de7cb0f6b0e3532e95df1d296cdc6f4bf3e3598be99185	1	547415	6467813	103680000000
9658548	0xbca5761bb46cd984512cfdec9b3a82e97f03e8c838acabb99717835f1311d972	1	606490	5920398	103680000000
9658551	0x13a279c8cc542d9d1ffde6e3328a1f2c79eab7d45836e6332afb5bbfed0f50bc	1	577435	4547483	86400000000
9658551	0xfba4a1610cef893c3599bac58f326dc72988aa2e346221fea83af15141614ba3	1	606318	3970048	86400000000
9658553	0x1e2a835f6f1d27f91852cb58cd2486302218ec65c6995da18ce0e9044913f6c2	1	606146	2761666	86400000000
9658553	0x6f4d2be6b2c23687b2c634e3408fff717907e9e6115763ef496c9cdbe652d633	1	577435	3339101	86400000000
9658557	0x60862ac0af433fa66efd877eb8acd1c15cc3e041a878972d2740c5b4f3d8b925	1	606156	1807260	124416000000
9658557	0xba2ac42178355f7ebbaf41060009dd27f962388c61056726d0fff2bbd5039b90	1	577435	2384695	124416000000
9658560	0x21f85d08432b204ee12b8dd559ac6eb079757f7ebe717004efd8d231a0656b02	1	606490	627554	86400000000
9658560	0x4b6cc364637bd69be326ebd0af5908dc0161a6e05b4d624e5c39520758edc284	1	547415	1763656	72000000000
9658563	0x17b0a43805924b239b2e4746b6c614fb2574617a396fb117c949b79622362d81	1	551215	7541507	72000000000
9658563	0xbe7f21dc941e67f2e82ce3fb526a91a483a2c59532334a485a64365cfaa12d8c	1	579809	1587572	86400000000
9658565	0x01627dba28428021cd994d94af6613e7c7d896353d7a6d2f52c93e2e04128280	1	606318	1565893	75600000000
9658565	0x44d977b031a224c0c3a9af4cf632f099a6854daf8691a11dc2648acfaa10dbc6	1	547415	2113308	75600000000
9658566	0x11d364ea670d0e67f6903e5199d630ceac2d5f9755835f582a3e1a0495488f7e	1	99849	99849	1720000000000
9658568	0x4d702d4e5733e84f15fc7a9db6f0b51de98c1081be28334a0ee90fc9528d7cda	1	606318	4252449	108864000000
9658568	0x888ccb67273aa82e7e7747283ec775d31500510f93b69e6fbc1ddab9c6df32ec	1	551203	4803652	108864000000
9658571	0x23e2863c8d0f97eb7f6370b7c44c8c1e42ca02511c9b1f3e5c04c76fb27f2606	1	606041	1540912	108864000000
9658571	0xa652fb15262f1895d482db2ff1c516d695eb9a425ee5051333ad4c172098f9a8	1	547415	2088327	108864000000
9658573	0x0402335507d93ec14d9e825b3c164aa85381cc9291966d1c9f4758a59f41fb53	1	551227	2273740	86400000000
9658573	0x224db1d202c1efb63946da5dc450b73391e3e6558f66f361667f05210ed89588	1	99849	99849	1720000000000
9658573	0xc0d36705a182c556143bfc33d8d71799f4dac45f448c223e03acd1c7ca4a916b	1	606146	1722513	86400000000
9658574	0xf6225fda6f956800bd9938e1ec6f405fe361da1c3d2f128f5efb548051e9817a	1	577435	5631805	72000000000
9658574	0xfcd4f9ed6a03a6fdda1650094ca91681a701ed83f72f7855163e3b8dc89b5992	1	605984	5054370	72000000000
9658575	0xe3cd8b096990d8f5b49767081c2d90f8fbb5c6c2f9653b1c5603a95a6c4d8579	1	579960	5434298	60000000000
9658577	0x0d680ea50b69f3b13fe5835d66686c0c67c03b180e32b875b66fda0ff14d19fa	1	577435	4703983	72000000000
9658577	0x3cb5a863b06884019213cceb22cc4875d001481ca62b6ddb59219372374f51f1	1	575873	4126548	72000000000
9658579	0x09ba60bed11544dd8345df33c6af4756c0ea66bd4affddc4a5fe1e57a287f95d	1	577435	8436441	72000000000
9658579	0xd7caca4e9b2b5a9e28658e3cc7ed355893e1d19bab1da63301a206e75d52b806	1	606031	7838006	72000000000
9658581	0x427ca8d5ef76a99f1bda3841feaaf259d93a9d48c4f3eb4ec46c29562039b3e0	1	579924	1663733	60000000000
9658582	0x99f3bdcb88b7abd3555584bdf5ff01be2fc444a9c5c5c62b78eed5141f74834d	1	601529	1565312	86400000000
9658584	0x95d2e5743a987e70b336cab12f09afba1e8fde73c6f95be930f186131513f92a	1	601816	4217034	90720000000
9658585	0xd69982bec04f9ae6106055189f1463c192401827a0ba5f46e9447301e10d6b46	1	602093	6964099	75600000000
9658586	0x14283e73b805efafc1e22642fc6f3f56a8afffa259383d3d3f2b76fdf81a52f6	1	573210	3611941	75600000000
9658586	0x6cec026089147de0f791fb67bffbf0a62945bc523b2bc9ab6c3cc6cc7492f611	1	601175	3038731	75600000000
9658588	0x134dab8700204ce4c27fd674807f944af4a2caf034fa7455c546d1ae31bd91fb	1	601701	3514807	75600000000
9658588	0x4d2f219be70a98a29106edd908e1f3cf9cc17f9b1678a0e4098a5b93d9d68886	1	573210	4088017	75600000000
9658590	0x43cad4d68dd211e56b2dd71dd31ccdc0efb677b0b52b2269ec6a74206f191ea0	1	543190	9083857	75600000000
9658590	0xab4c8c022f0cba9f0ed52ea97ee6bb6b2de9554d272c313c3c171d2daf75b4dd	1	601806	2192716	90720000000
9658591	0x25e1eccd9b4e6b5125ab0cd7e14a992c510efaf38b7f2f3750d63e12bd17e016	1	99849	99849	1840000000000
9658592	0xa52177034d5eadc78831b507ccb0315ac949a8feb5488187ea8a06b1bd48a37f	1	573222	6554690	75600000000
9658592	0xb336c60787ce6e191725dd887d2562f7e518ca1430531050ee649f70b77196fb	1	571958	5981468	75600000000
9658594	0x2ac7ec15e79784151c08d1f39d44ae9519f2ca5f1ac8a7b80bc7aed4b1868e33	1	601369	3158867	87840000000
9658594	0xa5e83150ea570ff7b20226d200f836213325f62509fe60e1b4c836f630b6999a	1	543202	3702069	87840000000
9658595	0x4f695ec95c0c6c73b4835eae36913de8fe72a869307cee45a552b65d60059fdd	1	543202	6079006	61000000000
9658595	0xc2da4fd941749db295eb2e5c1875d81e00bad71188d53185c7b7f2c112db7bc2	1	601541	5535804	61000000000
9658596	0x5b97c6bad549aafdaa217b245aa591222ddc513fc7a63c387b6fc6b77759b7b8	1	601484	4272470	73200000000
9658596	0x810c06fcb833112f53dd1cd998e7f449139e574663cfb2f5edf31fc2ddd677ae	1	573222	4845692	73200000000
9658597	0x438445060caf5535a9bf8ae7b4d296d13ff7396e5019456bfca0d84bec5b285b	1	601818	3949326	73200000000
9658597	0x91f776f4f0c4a898676a1e3bf96f0d84ab64be4c820e9639092e349cc6c6e158	1	543202	4492528	73200000000
9658598	0x08c767273dbcb0733183d6a894927984fa7f3a8a5b1346d25ef96fe928fc486a	1	601541	7715577	73200000000
9658598	0xaf1bec880a0f20e4a12f711e9e4a7b453dcaebe2d9bd3d8584eb18a704cd3f87	1	573222	8581666	61000000000
9658599	0x9f43c13e68de6daf7e1f62eac717e78ecdca715015ae7440295c8d9f3b590a45	1	601531	6392537	73200000000
9658599	0xc7e8043437f7fd88ada126ca717129a0556eb0c779f9cd579f59d2a7e36b4b17	1	573222	6965759	73200000000
9658600	0x88c04187486f3fe69f243771c642926861a597cbdffc768fdce16b5c57ecbf81	1	601656	4562068	73200000000
9658600	0xdc65969bae68e806f0a697c612524499e0c45dc02742595c982b56e81141726d	1	543202	5750430	61000000000
9658602	0xa174a0620a7993251824e9cc5d6d79b3b00533a3e00f5cd72c81474c44fc3ba4	1	601828	3673623	73200000000
9658602	0xae4d4f6a7d9203a4421e531c8621ec5a01f9af55c2d1861e3f37687a2311e7c6	1	573222	4246845	73200000000
9658604	0x9af99076aaa715da2d28a07cdf91bdc2df993523b8bdadbf9fc4dc4d00e2961c	1	250526	5281906	60000000000
9658604	0xf886db3dfd0822695905dfa7c968a00c3f15263effd6162fffa34ad32d59e838	1	264007	4968380	60000000000
9658606	0x2e6c248ef618f7e214606ad3f9163350ebe3353912fd53b193e7a227b20acc05	1	264122	5835441	60000000000
9658723	0x6305caf9b003fb90a5e7a3e66c3e488890f3e31f3373c61cd284d2a9ebdb7b96	1	547463	8913682	50000000000
9658723	0xf3fc3ac83d724ef8bb062bbab4cb5a3c0235b99ec516d246ebb1d7af62f9daad	1	647663	7740627	50000000000
9658726	0x0a3846840698916c54ed1e8b805671794527babd126791ee764e21b8e569bc55	1	107713	442574	1580000000000
9658726	0x44adbe403d04584f1e688869b16867de256a937257df9627feac6aab21971eb4	1	107713	334861	1580000000000
9658759	0x10f4da47d3c4d3f081f61204e1d981dc54e66d5f3403bfc53af3c7fd33e73dde	1	550394	1483921	60000000000
9658759	0x4f504cbb363cdaad2f05eadf6e584888515b529a19c3890bd4d18dfd160f1bb9	1	577422	2253863	50000000000
9658762	0x5711aceea67adaddc54d3a82f7bebaca568a0978b0fa66e6cace66431495814c	1	88162	109162	1600000000000
9658762	0x796a8c34d3e1824bd32d495ac0af78cb6e86e08e294111fc2b6e035f7277fa14	1	520937	4588500	60000000000
9658762	0x98ef19e67c73f4c0689a150e011f8fd509775ee87ad304163bd38dcbdd125eb5	1	549361	4067563	60000000000
9658762	0xf7ae9be8f3ddf6b62e65d510b8e0eb7b04165950e6c682ae4b76b9cba9c1fd80	1	88162	197324	1600000000000
9658763	0x318535ac1f3f0864bef59b36b6ef644def1675e7a2b467f8b3f27e411be445f4	1	84313	168626	1600000000000
9658763	0x49e2c7547c013e9926e7223aa9f1dc178e8444837b5ad52b582b6169219fde07	1	88162	344950	1600000000000
9658763	0xaca90cc1396a7b20e6f41cd45b9606d48397dc0ea379021b62880b05d0674e74	1	84313	84313	1600000000000
9658763	0xf9cd3cd84e9011018be44ee0e4594b9ea5d32d9d17b73eb2b0ba60afd5432294	1	519179	8996189	64800000000
9658763	0xfc1333b8c659d2cca838f65dc7c9fcc3e18798e89a1c3210b40ff6eb1a8a0881	1	88162	256788	1600000000000
9658764	0x9e5bed720c291d9490d164bbc343b7e3c7ef9e6538111b9a6542844047c388f2	1	519652	2572298	64800000000
9658766	0x30ac83a9e8e492948b812f338922d89199e42fddf429154e60886441a827fbd8	1	84313	84313	1600000000000
9658766	0xa3925739e43396f6c95b21b03b4df1d9c08f3342042ab5b85e96d7374258403f	1	84313	168626	1600000000000
9658766	0xc7050bbf98b10c6885e82d7fb440fdb4b2043aff488d51a376066b9912f0a6e1	1	88162	256788	1560000000000
9658766	0xff476315b4a0d3e67d348c515cdc88aaa3679ab31dfb7751cadb638f861817a2	1	549361	4445400	64800000000
9658767	0x420ce90bab9f41a27956b1b4c491ed289f3b06a6fdcfd3b68a23f0b7097fe3d9	1	88186	88186	1560000000000
9658768	0x0de9fc0644ae2d6b06e73ae33f3fc83f1054ea8f636bed21e8b05c242a438580	1	88150	187463	1560000000000
9658768	0x5c2d23cb19f0af84a93ea8be3246da39ed34a55ac1eb9bef0bf2cf052f63f282	1	99313	99313	1560000000000
9658769	0xfbf5d0d0036aa0b15e3dc0caec9d717e1c69faf066c4c2402a53e1b9ff072987	1	84313	84313	1560000000000
9658770	0x56ce599cc791530d0f6fe29db4c218a0af692a0a493740cd2877dfa1f891ea16	1	84301	84301	1560000000000
9658771	0x82436c3f1f727a4112c224859b3d472092f9850c78661539500d324ad26e3b5b	1	577435	3878994	72000000000
9658771	0x8e531721ae0ea840065a91a9afe90ba6ee24eba7eb37429a1a0626363b805244	1	549775	3301559	72000000000
9658773	0x9b11267a55e40fe275690b0f242ee280cfa110cb6a3b775b0e9c560e03d68cf9	1	606031	994440	49000000000
9658773	0xab611c8cf3de5b39a60bfa09cd08d449bde296888c52b0223b9aa788e41cfc2e	1	577435	1571875	49000000000
9658775	0xcc2fb70d90796d44ed5600f2c07f8915436bdaef2f7b98a742dc800257b76679	1	588222	9182705	70560000000
9658776	0x12fe660370f9f51a3d5e4366cb89727d655ef7611adde83e9b62f12399e13335	1	89057	543362	1600000000000
9658776	0x761cebefd314f7a38546363816bd1229d8d889df8dd8e33d10d2b2364e681b37	1	549648	8959001	70560000000
9658777	0x1a3dad42c977cc2f19451f210f4009ae70b918a393804163d504518a9b874323	1	606146	8957719	58800000000
9658779	0xd5e4f35b0fe3b599c3da908c7bfa91ccfb255ded5676e9ad1e07063c8dae988d	1	577435	7041337	58800000000
